imdb_id,title,imdbid,rating,date,id,dubious,submitterid,year,visible
0008489,"Raffles, the Amateur Cracksman",0008489,2,2011-02-11 21:49:04,2019,1,2700,1917,1
0008499,Rebecca of Sunnybrook Farm,0008499,3,2011-02-05 20:38:18,1993,0,2661,1917,1
0008519,A Romance of the Redwoods,0008519,0,2011-02-10 07:07:29,2015,0,2692,1917,1
0008652,A Tale of Two Cities,0008652,3,2011-02-04 19:35:50,1981,0,2646,1917,1
0008844,Are Crooks Dishonest?,0008844,0,2014-05-04 12:57:31,5441,0,10067,1918,1
0009652,Stella Maris,0009652,3,2011-02-08 06:03:02,2007,0,2684,1918,1
0009682,Tarzan of the Apes,0009682,3,2011-02-05 23:23:34,1996,0,2665,1918,1
0009968,Broken Blossoms or The Yellow Man and the Girl,0009968,0,2011-08-02 02:19:41,2588,0,3874,1919,1
0010281,Ich mochte kein Mann sein,0010281,3,2016-09-08 21:11:38,7108,1,13950,1918,1
0010323,"Cabinet of Dr. Caligari, The",0010323,0,2010-07-25 08:41:57,1306,0,1420,1920,1
0010879,When the Clouds Roll by,0010879,3,2011-02-11 21:47:16,2018,1,2699,1919,1
0011588,Pollyanna,0011588,3,2011-02-05 19:26:22,1991,0,2659,1920,1
0011870,Within Our Gates,0011870,3,2014-11-26 18:13:47,5948,0,11272,1920,1
0011979,"Blot, The",0011979,3,2013-06-04 13:54:11,4204,0,7322,1921,1
0012349,"Kid, The",0012349,0,2013-03-01 08:25:02,3945,0,6689,1921,1
0012364,Körkarlen (The Phantom Carriage),0012364,2,2014-11-04 10:56:21,5898,0,11161,1921,1
0012532,Orphans of the Storm,0012532,3,2010-07-23 00:52:16,1263,0,1364,1921,1
0012543,"Paleface, The",0012543,0,2014-04-04 15:34:28,5361,0,9838,1922,1
0013086,"Dr. Mabuse, der Spieler - Ein Bild der Zeit",0013086,3,2014-12-07 19:42:39,5967,0,11326,1922,1
0013140,Foolish Wives,0013140,3,2014-12-02 11:56:08,5958,0,11308,1922,1
0013257,Häxan: Witchcraft Through the Ages,0013257,3,2013-01-03 15:24:20,3800,0,6323,1922,1
0013367,"Man from Beyond, The",0013367,1,2011-02-07 04:38:35,2001,0,2674,1922,1
0013427,Nanook of the North,0013427,1,2014-11-05 07:55:33,5901,0,11169,1922,1
0013428,Nathan der Weise,0013428,2,2010-11-25 20:51:31,1778,0,2260,1922,1
0013442,"Nosferatu, eine Symphonie des Grauens",0013442,2,2010-07-25 08:43:49,1307,0,1421,1922,1
0013496,"Phantom, The",0013496,2,2010-10-04 06:22:52,1631,0,2004,1922,1
0013626,La souriante Madame Beudet,0013626,3,2014-10-31 12:43:33,5888,0,11144,1923,1
0013845,Help!,0013845,0,2015-04-19 16:58:21,6209,0,11889,1924,1
0014341,Our Hospitality,0014341,0,2014-11-27 09:49:36,5949,0,11275,1923,1
0014429,Safety Last!,0014429,0,2011-02-04 00:31:14,1961,0,2625,1923,1
0014469,"Silent Command, The",0014469,2,2011-02-06 22:07:08,1998,0,2667,1923,1
0014611,Why Worry?,0014611,0,2011-02-04 03:26:03,1967,0,2631,1923,1
0014945,Girl Shy,0014945,0,2011-02-10 07:09:00,2016,0,2693,1924,1
0015116,Manhandled,0015116,3,2011-02-11 21:50:19,2020,0,2701,1924,1
0015163,"Navigator, The",0015163,0,2011-02-09 01:22:37,2009,0,2686,1924,1
0015174,Kriemhild's Revenge,0015174,2,2010-07-26 03:16:47,1338,0,1456,1924,1
0015175,Die Nibelungen,0015175,2,2010-07-26 03:13:38,1337,0,1455,1924,1
0015324,Sherlock Jr.,0015324,0,2011-02-09 03:32:15,2011,0,2688,1924,1
0015361,Stachka,0015361,0,2014-12-18 11:17:11,5991,0,11386,1925,1
0015400,"Thief of Bagdad, The",0015400,0,2010-07-23 00:53:24,1264,0,1365,1924,1
0015498,Wild Oranges,0015498,0,2011-02-04 00:16:17,1960,0,2624,1924,1
0015532,Die Abenteuer des Prinzen Achmed,0015532,1,2014-12-09 09:43:47,5974,0,11341,1926,1
0015624,"Big Parade, The",0015624,2,2014-12-04 21:08:33,5962,0,11315,1925,1
0015648,Battleship Potemkin,0015648,0,2010-07-25 08:46:12,1308,0,1422,1925,1
0015841,"Freshman, The",0015841,0,2011-02-09 05:12:19,2012,0,2689,1925,1
0015863,Go West,0015863,0,2011-02-04 15:33:59,1978,0,2642,1925,1
0015864,"Gold Rush, The",0015864,0,2010-07-25 08:47:28,1309,0,1423,1925,1
0016039,"Lost World, The",0016039,2,2014-05-30 07:47:51,5514,1,10247,1925,1
0016220,"Phantom of the Opera, The",0016220,2,2010-07-25 08:39:29,1305,0,1419,1925,1
0016332,Seven Chances,0016332,0,2012-02-27 19:13:37,3077,1,4818,1925,1
0016884,Flesh and the Devil,0016884,1,2010-07-23 00:49:11,1260,0,1361,1926,1
0016895,For Heaven's Sake,0016895,0,2011-02-04 03:19:10,1966,0,2630,1926,1
0017136,Metropolis,0017136,1,2010-07-23 00:56:19,1267,0,1368,1927,1
0017410,So's Your Old Man,0017410,3,2012-04-30 13:20:16,3217,0,5108,1926,1
0017449,"Temptress, The",0017449,1,2010-07-26 02:23:35,1334,0,1451,1926,1
0017825,Downhill [When Boys Leave Home],0017825,1,2016-12-13 12:50:05,7324,0,14304,1927,1
0017925,"General, The",0017925,0,2010-07-25 08:49:07,1310,0,1424,1926,1
0018033,It,0018033,3,2010-07-22 21:25:02,1227,0,1322,1927,1
0018037,"Jazz Singer, The",0018037,1,2014-12-09 13:55:51,5975,0,11343,1927,1
0018051,"Kid Brother, The",0018051,0,2011-02-04 00:45:58,1964,0,2628,1927,1
0018183,My Best Girl,0018183,3,2011-02-09 02:42:58,2010,0,2687,1927,1
0018192,Abel Gance's Napoleon,0018192,2,2010-07-25 08:52:11,1312,0,1426,1927,1
0018199,Nevada,0018199,0,2011-02-04 19:53:25,1982,0,2647,1927,1
0018455,Sunrise: A Song of Two Humans,0018455,2,2010-10-04 06:24:30,1632,0,2005,1927,1
0018528,"Unknown, The",0018528,0,2010-07-25 08:50:47,1311,0,1425,1927,1
0018578,Wings,0018578,2,2012-03-14 04:02:50,3118,0,4909,1927,1
0018684,Beggars of Life,0018684,0,2011-02-04 15:19:59,1977,0,2641,1928,1
0018737,Pandora's Box (Die Büchse der Pandora),0018737,3,2011-05-21 23:37:06,2324,1,3345,1929,1
0018742,"Cameraman, The",0018742,0,2011-02-04 04:02:11,1970,0,2634,1928,1
0018773,"Circus, The",0018773,0,2011-02-04 03:44:30,1968,0,2632,1928,1
0018806,"Crowd, The",0018806,1,2014-11-10 14:45:00,5912,0,11191,1928,1
0018839,"Docks of New York, The",0018839,2,2014-12-15 14:38:35,5984,1,11367,1928,1
0018937,A Girl in Every Port,0018937,0,2011-02-04 16:33:48,1980,0,2644,1928,1
0019130,"Man Who Laughs, The",0019130,2,2011-02-11 21:51:15,2021,0,2702,1928,1
0019254,"Passion of Joan of Arc, The",0019254,0,2010-07-25 08:56:17,1314,0,1428,1928,1
0019258,"Patsy, The",0019258,3,2011-02-09 07:01:16,2013,0,2690,1928,1
0019290,"Power of the Press, The",0019290,1,2011-02-04 16:09:33,1979,0,2643,1928,1
0019304,"Racket, The",0019304,0,2011-02-04 05:01:32,1972,0,2636,1928,1
0019412,Speedy,0019412,0,2011-02-04 00:43:01,1963,0,2627,1928,1
0019421,"Steamboat Bill, Jr.",0019421,0,2011-02-04 04:39:26,1971,0,2635,1928,1
0019571,While the City Sleeps,0019571,2,2011-02-11 21:46:21,2017,0,2698,1928,1
0019702,Blackmail,0019702,2,2014-12-12 19:23:51,5979,0,11354,1929,1
0019760,Man with a Movie Camera,0019760,0,2013-02-14 21:51:26,3897,0,6586,1929,1
0019777,"Cocoanuts, The",0019777,2,2011-02-03 17:39:55,1953,0,2617,1929,1
0020286,Throw of the Dice,0020286,0,2015-01-14 21:00:49,6046,0,11500,1929,1
0020530,Un chien andalou,0020530,0,2010-07-25 08:54:54,1313,0,1427,1929,1
0020572,Welcome Danger,0020572,0,2011-02-04 00:39:46,1962,0,2626,1929,1
0020629,All Quiet on the Western Front,0020629,0,2010-07-25 09:00:08,1316,0,1430,1930,1
0020641,Anna Christie,0020641,3,2010-07-26 02:10:29,1326,0,1443,1930,1
0020642,Anna Christie,0020642,3,2010-07-26 02:13:37,1327,0,1444,1931,1
0020668,"Bat Whispers, The",0020668,3,2016-03-18 20:50:11,6782,0,13311,1930,1
0020670,Be Yourself,0020670,2,2013-06-20 22:04:40,4253,0,7440,1930,1
0020697,"Blue Angel, The",0020697,1,2010-07-25 08:57:57,1315,0,1429,1930,1
0021015,Juno and the Paycock [The Shame of Mary Boyle],0021015,3,2016-11-22 12:03:21,7287,0,14245,1929,1
0021040,Ladies of Leisure,0021040,3,2012-12-06 01:25:24,3713,0,6165,1930,1
0021079,Little Caesar,0021079,1,2015-01-13 13:26:27,6043,0,11496,1931,1
0021148,Min and Bill,0021148,3,2013-02-22 17:25:25,3927,0,6643,1930,1
0021156,Morocco,0021156,1,2013-01-31 03:11:51,3865,0,6508,1930,1
0021165,Murder!,0021165,3,2016-11-23 13:56:04,7291,0,14250,1930,1
0021577,L'Age d'Or,0021577,0,2013-02-05 10:01:47,3871,0,6527,1930,1
0021735,"Cheat, The",0021735,3,2014-09-14 01:27:48,5741,1,10813,1931,1
0021739,La Chienne,0021739,3,2015-01-08 08:31:00,6030,0,11469,1931,1
0021749,City Lights,0021749,3,2011-09-23 17:50:12,2705,0,4074,1931,1
0021814,Dracula,0021814,2,2011-02-05 01:19:30,1985,0,2651,1931,1
0021884,Frankenstein,0021884,1,2010-07-25 09:02:19,1317,0,1431,1931,1
0022000,Indiscreet,0022000,3,2010-12-05 19:21:48,1828,0,2326,1931,1
0022054,"Last Flight, The",0022054,0,2011-02-03 22:56:14,1956,0,2620,1931,1
0022074,"Smiling Lieutenant, The",0022074,2,2013-06-14 20:15:34,4243,0,7400,1931,1
0022100,M,0022100,3,2009-12-28 04:11:29,610,0,340,1931,1
0022158,Monkey Business,0022158,1,2011-06-10 21:34:31,2384,0,3483,1931,1
0022183,Mädchen in Uniform,0022183,3,2009-12-31 10:35:59,628,0,360,1931,1
0022208,Night Nurse,0022208,3,2010-01-10 15:10:44,636,0,374,1931,1
0022251,Pardon Us,0022251,0,2011-02-04 05:29:55,1974,0,2638,1931,1
0022286,"Public Enemy, The",0022286,3,2014-11-21 16:07:00,5934,1,11242,1931,1
0022395,"Skin Game, The",0022395,3,2016-11-24 15:35:29,7294,0,14255,1931,1
0022458,Tabu: A Story of the South Seas,0022458,0,2010-10-04 06:26:13,1633,0,2006,1931,1
0022599,A Nous la Liberte,0022599,1,2015-01-08 11:25:50,6031,0,11470,1931,1
0022614,"Age of Consent, The",0022614,2,2011-02-04 20:30:04,1983,0,2648,1932,1
0022694,"Blue Light (Das Blaue Licht), The",0022694,1,2016-07-21 23:17:14,6990,0,13748,1932,1
0022718,Boudu Saved from Drowning,0022718,1,2011-10-15 19:54:16,2767,0,4181,1932,1
0022913,Freaks,0022913,2,2012-11-05 18:09:51,3659,0,6040,1932,1
0022940,"Girl from Calgary, The",0022940,2,2014-09-26 19:05:15,5783,0,10916,1932,1
0022958,Grand Hotel,0022958,3,2010-07-26 02:15:00,1328,0,1445,1932,1
0023027,Horse Feathers,0023027,1,2011-06-10 21:34:29,2383,0,3482,1932,1
0023042,I Am a Fugitive from a Chain Gang,0023042,1,2010-07-25 09:04:12,1318,0,1432,1932,1
0023158,Love Me Tonight,0023158,2,2015-01-18 09:53:04,6052,1,11521,1932,1
0023196,Mata Hari,0023196,3,2010-07-26 02:20:54,1333,0,1450,1931,1
0023213,Merrily We Go to Hell,0023213,3,2014-09-14 01:57:51,5742,1,10814,1932,1
0023238,"Most Dangerous Game, The",0023238,0,2012-11-05 15:07:55,3658,0,6039,1932,1
0023285,Number 17,0023285,0,2016-11-28 09:19:14,7301,0,14262,1932,1
0023293,"Old Dark House, The",0023293,3,2013-11-04 01:52:39,4775,0,8611,1932,1
0023385,Red-Headed Woman,0023385,3,2015-02-03 04:25:05,6092,0,11586,1932,1
0023395,Rich and Strange [East of Shanghai],0023395,2,2016-11-25 10:24:07,7296,0,14257,1931,1
0023427,Scarface,0023427,1,2015-01-25 12:00:35,6063,0,11541,1932,1
0023458,Shanghai Express,0023458,3,2014-11-19 21:25:49,5929,0,11234,1932,1
0023582,Thirteen Women,0023582,3,2016-04-25 17:13:12,6852,0,13457,1932,1
0023590,Three on a Match,0023590,3,2015-01-18 01:53:06,6051,0,11519,1932,1
0023634,"I Was Born, But...",0023634,1,2012-09-15 21:07:38,3530,0,5780,1932,1
0023649,Vampyr,0023649,3,2014-11-09 15:43:00,5910,0,11187,1932,1
0023694,White Zombie,0023694,0,2011-07-19 00:42:40,2550,0,3794,1932,1
0023753,Alice in Wonderland,0023753,3,2012-04-16 16:01:09,3188,0,5053,1933,1
0023775,Baby Face,0023775,3,2017-03-24 00:09:10,7528,0,14698,1933,1
0023932,Day of Reckoning,0023932,3,2014-01-02 21:16:18,5029,0,9095,1933,1
0023935,"Death Kiss, The",0023935,1,2015-03-30 00:15:58,6176,0,11817,1932,1
0023969,Duck Soup,0023969,1,2014-02-19 17:52:07,5185,0,9491,1933,1
0024008,Female,0024008,3,2015-01-19 04:26:52,6056,0,11525,1933,1
0024028,Footlight Parade,0024028,3,2010-05-13 19:56:21,802,0,611,1933,1
0024034,42nd Street,0024034,3,2013-07-12 09:28:30,4335,1,7687,1933,1
0024069,Gold Diggers of 1933,0024069,3,2014-11-12 09:50:32,5916,0,11202,1933,1
0024184,"Invisible Man, The",0024184,1,2017-02-16 15:47:11,7450,0,14537,1933,1
0024188,Island of Lost Souls,0024188,1,2013-01-20 12:01:31,3844,0,6439,1932,1
0024216,King Kong,0024216,0,2011-04-23 19:11:12,2229,0,3118,1933,1
0024264,Little Women,0024264,3,2011-04-23 19:16:12,2231,0,3120,1933,1
0024432,"Peanut Vendor, The",0024432,0,2015-04-16 00:33:24,6205,0,11880,1933,1
0024473,"Private Life of Henry VIII., The",0024473,1,2010-07-23 00:19:20,1248,0,1349,1933,1
0024481,Queen Christina,0024481,3,2010-07-26 02:17:18,1330,0,1447,1933,1
0024625,A Study in Scarlet,0024625,3,2015-04-08 22:45:39,6193,1,11853,1933,1
0024679,Tomorrow at Seven,0024679,3,2014-09-16 22:23:09,5752,1,10833,1933,1
0024727,"Vanpire Bat, The",0024727,3,2012-04-30 04:30:27,3210,0,5101,1933,1
0024831,Anne of Green Gables,0024831,3,2014-03-24 16:49:42,5319,0,9747,1934,1
0024844,L'atalante,0024844,0,2010-11-30 23:36:10,1795,0,2289,1934,1
0024961,"Cat's-Paw, The",0024961,1,2010-07-26 02:06:53,1324,0,1441,1934,1
0024991,Cleopatra,0024991,1,2010-07-23 01:02:41,1270,0,1372,1934,1
0025004,"Count of Monte Cristo, The",0025004,1,2010-07-23 00:14:17,1246,0,1347,1934,1
0025091,Evelyn Prentice,0025091,3,2016-03-12 19:01:40,6772,0,13289,1934,1
0025316,It Happened One Night,0025316,3,2009-12-28 23:20:38,621,0,352,1934,1
0025423,"Lost Patrol, The",0025423,0,2011-02-04 03:56:00,1969,0,2633,1934,1
0025424,Lost in the Stratosphere,0025424,2,2014-06-02 08:58:12,5523,0,10272,1934,1
0025452,"Man Who Knew Too Much, The",0025452,3,2016-11-29 12:05:17,7304,0,14266,1934,1
0025465,Maniac,0025465,3,2013-10-17 01:01:49,4702,0,8486,1934,1
0025586,Of Human Bondage,0025586,1,2010-07-27 05:38:05,1379,0,1500,1934,1
0025617,"Painted Veil, The",0025617,1,2010-07-26 02:16:11,1329,0,1446,1934,1
0025746,"Scarlet Empress, The",0025746,3,2010-07-26 02:08:51,1325,0,1442,1934,1
0025755,Search for Beauty,0025755,3,2014-10-08 23:14:55,5821,0,11007,1934,1
0025822,Spitfire,0025822,3,2013-08-05 14:41:46,4443,0,7958,1934,1
0026029,"39 Steps, The",0026029,3,2010-07-22 23:41:25,1242,0,1343,1935,1
0026071,Anna Karenina,0026071,2,2010-07-23 00:50:18,1261,0,1362,1935,1
0026138,"Bride of Frankenstein, The",0026138,3,2013-02-11 11:06:43,3891,0,6570,1935,1
0026599,"Lady in Scarlet, The",0026599,2,2014-09-15 22:31:56,5750,0,10828,1935,1
0026667,Magnificent Obsession,0026667,3,2011-10-13 02:09:09,2756,0,4167,1935,1
0026752,Mutiny on the Bounty,0026752,1,2010-07-27 04:34:08,1361,0,1482,1935,1
0026768,Naughty Marietta,0026768,3,2010-10-23 05:30:19,1685,0,2098,1935,1
0026778,A Night At The Opera,0026778,1,2013-02-07 06:04:16,3881,0,6541,1935,1
0026939,"Riverside Murder, The",0026939,2,2014-11-11 00:36:30,5913,1,11192,1935,1
0026942,Roberta,0026942,3,2011-05-29 23:35:55,2362,0,3418,1935,1
0027125,Top Hat,0027125,2,2009-12-27 22:00:23,595,0,325,1935,1
0027387,Born to Dance,0027387,3,2011-05-29 23:39:18,2363,0,3419,1936,1
0027407,Bullets or Ballots,0027407,3,2013-05-20 02:54:17,4143,0,7193,1936,1
0027438,"Charge of the Light Brigade, The",0027438,1,2010-07-22 23:34:17,1237,0,1338,1936,1
0027562,Earthworm Tractors,0027562,1,2011-09-21 02:18:40,2699,0,4061,1936,1
0027652,Fury,0027652,2,2015-02-04 03:12:56,6096,0,11592,1936,1
0027698,"Great Ziegfeld, The",0027698,3,2012-07-07 08:11:55,3401,0,5477,1936,1
0027752,"Only Son, The",0027752,3,2012-09-29 18:33:43,3560,0,5841,1936,1
0027977,Modern Times,0027977,0,2010-07-26 02:04:38,1323,0,1440,1936,1
0027996,Mr. Deeds Goes to Town,0027996,3,2011-02-05 20:21:08,1992,0,2660,1936,1
0028000,Murder at Glen Athol,0028000,3,2015-03-29 15:21:52,6174,0,11814,1936,1
0028010,My Man Godfrey,0028010,2,2014-10-19 22:01:56,5852,0,11069,1936,1
0028021,Osaka Elegy,0028021,3,2011-11-19 17:34:24,2853,0,4342,1936,1
0028092,Pennies from Heaven,0028092,3,2013-03-24 06:52:47,4010,0,6846,1936,1
0028096,"Petrified Forest, The",0028096,3,2010-07-27 05:20:16,1369,0,1490,1936,1
0028174,Revolt of the Zombies,0028174,0,2011-07-19 22:22:20,2554,0,3799,1936,1
0028203,Romeo and Juliet,0028203,3,2013-04-17 16:17:04,4069,1,6980,1936,1
0028212,Sabotage,0028212,3,2014-11-18 10:10:13,5926,0,11227,1936,1
0028216,San Francisco,0028216,1,2010-07-27 04:31:14,1359,0,1480,1936,1
0028231,Secret Agent,0028231,3,2016-12-01 11:36:29,7308,0,14273,1936,1
0028333,Swing Time,0028333,1,2009-12-27 22:01:46,596,0,326,1936,1
0028355,Theodora Goes Wild,0028355,3,2012-05-22 01:29:10,3280,0,5242,1936,1
0028356,These Three,0028356,2,2016-10-29 08:32:36,7227,1,14147,1936,1
0028505,Wife vs. Secretary,0028505,2,2010-07-27 04:32:32,1360,0,1481,1936,1
0028597,"Awful Truth, The",0028597,3,2015-11-23 08:28:18,6554,0,12813,1937,1
0028683,Camille,0028683,3,2012-10-15 18:22:57,3598,0,5905,1936,1
0028739,Conquest,0028739,2,2010-07-26 02:19:43,1332,0,1449,1937,1
0028772,A Day at the Races,0028772,2,2011-06-10 21:34:26,2382,0,3481,1937,1
0029087,Knight Without Armor,0029087,2,2010-07-23 00:08:59,1244,0,1345,1937,1
0029162,Lost Horizon,0029162,2,2010-07-26 02:29:57,1336,0,1453,1937,1
0029192,Make Way for Tomorrow,0029192,3,2013-06-21 03:44:50,4255,0,7444,1937,1
0029207,"Mandarin Mystery, The",0029207,3,2012-09-25 10:41:31,3548,1,5821,1936,1
0029322,Nothing Sacred,0029322,0,2013-03-10 23:40:06,3968,0,6753,1937,1
00293564,Rush Hour 3,00293564,1,2008-07-19 00:00:00,16,0,1,2007,1
0029377,Parnell,0029377,2,2010-07-27 04:30:07,1358,0,1479,1937,1
0029442,"Prisoner of Zenda, The",0029442,1,2010-07-22 23:37:47,1240,0,1341,1937,1
0029453,Pepe le Moko,0029453,2,2014-09-14 01:12:26,5740,1,10812,1937,1
0029546,Shall We Dance,0029546,1,2009-12-27 22:02:49,597,0,327,1937,1
0029565,Murder at the Baskervilles (Silver Blaze),0029565,1,2014-07-07 05:38:30,5617,0,10492,1937,1
0029583,Snow White and the Seven Dwarfs,0029583,3,2011-02-04 07:11:44,1976,1,2640,1937,1
0029604,Stage Door,0029604,3,2010-01-03 22:11:32,631,1,366,1937,1
0029608,Stella Dallas,0029608,3,2010-05-13 18:54:27,795,0,603,1937,1
0029682,Topper,0029682,2,2010-07-26 02:27:10,1335,0,1452,1937,1
0029811,"Girl Was Young, The",0029811,3,2016-12-07 11:30:57,7317,0,14288,1937,1
0029843,"Adventures of Robin Hood, The",0029843,2,2012-03-09 20:50:40,3103,0,4882,1938,1
0029870,Angels with Dirty Faces,0029870,1,2016-11-23 12:38:21,7290,1,14249,1938,1
0029929,Bluebeard's Eighth Wife,0029929,2,2012-05-24 13:43:11,3283,0,5253,1938,1
0029942,Boys Town,0029942,0,2011-06-29 19:07:04,2467,0,3633,1938,1
0029947,Bringing Up Baby,0029947,3,2012-07-07 05:59:04,3400,0,5475,1938,1
0029971,Carefree,0029971,2,2009-12-27 21:59:13,594,0,324,1938,1
0030044,"Dawn Patrol, The",0030044,0,2010-07-22 23:35:24,1238,0,1339,1938,1
0030127,"Baker's Wife, The",0030127,1,2015-01-13 09:20:21,6042,0,11495,1938,1
0030149,Four Daughters,0030149,3,2013-03-04 05:45:20,3951,0,6708,1938,1
0030241,Holiday,0030241,3,2010-06-28 15:00:50,994,0,1015,1938,1
0030287,Jezebel,0030287,2,2010-07-27 04:56:31,1367,0,1488,1938,1
0030341,"Lady Vanishes, The",0030341,3,2009-12-28 23:19:20,620,0,351,1938,1
0030396,"Mad Miss Manton, The",0030396,3,2013-08-20 18:34:14,4495,0,8072,1938,1
0030473,"Mr. Wong, Detective",0030473,1,2011-08-03 14:24:40,2590,0,3881,1938,1
0030755,"Sisters, The",0030755,2,2010-07-27 05:36:57,1378,0,1499,1938,1
0031022,"Adventures of Sherlock Holmes, The",0031022,3,2014-10-23 00:31:56,5863,0,11093,1939,1
0031060,At the Circus,0031060,2,2011-06-05 23:12:05,2372,0,3452,1939,1
0031066,Babes in Arms,0031066,3,2012-12-06 21:07:44,3723,0,6175,1939,1
0031210,Dark Victory,0031210,3,2010-07-27 05:22:09,1370,0,1491,1939,1
0031225,Destry Rides Again,0031225,3,2014-07-13 20:43:47,5634,0,10529,1939,1
0031235,Dodge City,0031235,2,2009-07-28 04:37:40,383,,45,1939,1
0031252,Drums Along the Mohawk,0031252,2,2010-07-27 05:44:09,1384,0,1505,1939,1
0031322,"Flying Deuces, The",0031322,0,2011-02-04 05:27:36,1973,0,2637,1939,1
0031359,Gaslight,0031359,3,2014-09-22 19:32:21,5773,0,10883,1940,1
0031381,Gone with the Wind,0031381,3,2009-03-02 14:31:54,291,,28,1939,1
0031385,"Goodbye, Mr. Chips",0031385,2,2010-07-23 00:12:56,1245,0,1346,1939,1
0031387,"Gorilla, The",0031387,3,2011-07-20 00:28:56,2555,0,3801,1939,1
0031455,"Hunchback of Notre Dame, The",0031455,0,2011-03-03 23:51:48,2086,0,2816,1939,1
0031505,Jamaica Inn,0031505,3,2016-12-12 12:08:14,7322,0,14301,1939,1
0031507,Jesse James,0031507,2,2010-07-27 05:43:13,1383,0,1504,1939,1
0031516,Juarez,0031516,2,2010-07-27 05:18:50,1368,0,1489,1939,1
0031679,Mr. Smith Goes to Washington,0031679,2,2014-11-25 12:59:18,5946,0,11266,1939,1
0031680,Mr. Wong in Chinatown,0031680,1,2011-08-16 16:49:55,2622,0,3933,1939,1
0031709,Nancy Drew... Reporter,0031709,3,2014-09-19 21:48:19,5763,0,10857,1939,1
0031725,Ninotchka,0031725,3,2010-07-23 00:47:39,1259,0,1360,1939,1
0031742,Of Mice and Men,0031742,1,2011-11-19 16:48:01,2851,0,4340,1939,1
0031826,Essex and Elizabeth,0031826,2,2010-07-27 05:23:16,1371,0,1492,1939,1
0031885,"Rules of the Game, The",0031885,3,2012-03-04 12:14:32,3089,0,4852,1939,1
0031971,Stagecoach,0031971,3,2009-12-27 21:58:37,593,0,323,1939,1
0031981,"Story of Alexander Graham Bell, The",0031981,2,2010-07-27 05:45:33,1385,0,1506,1939,1
