imdb_id,bechdel_title,bechdel_submitter_id,bechdel_submitted_date,bechdel_dubious,bechdel_rating,bechdel_year,bechdel_site_id,bechdel_visible
0021739,La Chienne,11469,2015-01-08 08:31:00,0,3,1931,6030,1
0021749,City Lights,4074,2011-09-23 17:50:12,0,3,1931,2705,1
0021814,Dracula,2651,2011-02-05 01:19:30,0,2,1931,1985,1
0021884,Frankenstein,1431,2010-07-25 09:02:19,0,1,1931,1317,1
0022000,Indiscreet,2326,2010-12-05 19:21:48,0,3,1931,1828,1
0022054,"Last Flight, The",2620,2011-02-03 22:56:14,0,0,1931,1956,1
0022074,"Smiling Lieutenant, The",7400,2013-06-14 20:15:34,0,2,1931,4243,1
0022100,M,340,2009-12-28 04:11:29,0,3,1931,610,1
0022158,Monkey Business,3483,2011-06-10 21:34:31,0,1,1931,2384,1
0022183,Mädchen in Uniform,360,2009-12-31 10:35:59,0,3,1931,628,1
0022208,Night Nurse,374,2010-01-10 15:10:44,0,3,1931,636,1
0022251,Pardon Us,2638,2011-02-04 05:29:55,0,0,1931,1974,1
0022286,"Public Enemy, The",11242,2014-11-21 16:07:00,1,3,1931,5934,1
0022395,"Skin Game, The",14255,2016-11-24 15:35:29,0,3,1931,7294,1
0022458,Tabu: A Story of the South Seas,2006,2010-10-04 06:26:13,0,0,1931,1633,1
0022599,A Nous la Liberte,11470,2015-01-08 11:25:50,0,1,1931,6031,1
0022614,"Age of Consent, The",2648,2011-02-04 20:30:04,0,2,1932,1983,1
0022694,"Blue Light (Das Blaue Licht), The",13748,2016-07-21 23:17:14,0,1,1932,6990,1
0022718,Boudu Saved from Drowning,4181,2011-10-15 19:54:16,0,1,1932,2767,1
0022913,Freaks,6040,2012-11-05 18:09:51,0,2,1932,3659,1
0022940,"Girl from Calgary, The",10916,2014-09-26 19:05:15,0,2,1932,5783,1
0022958,Grand Hotel,1445,2010-07-26 02:15:00,0,3,1932,1328,1
0023027,Horse Feathers,3482,2011-06-10 21:34:29,0,1,1932,2383,1
0023042,I Am a Fugitive from a Chain Gang,1432,2010-07-25 09:04:12,0,1,1932,1318,1
0023158,Love Me Tonight,11521,2015-01-18 09:53:04,1,2,1932,6052,1
0023196,Mata Hari,1450,2010-07-26 02:20:54,0,3,1931,1333,1
0023213,Merrily We Go to Hell,10814,2014-09-14 01:57:51,1,3,1932,5742,1
0023238,"Most Dangerous Game, The",6039,2012-11-05 15:07:55,0,0,1932,3658,1
0023285,Number 17,14262,2016-11-28 09:19:14,0,0,1932,7301,1
0023293,"Old Dark House, The",8611,2013-11-04 01:52:39,0,3,1932,4775,1
0023385,Red-Headed Woman,11586,2015-02-03 04:25:05,0,3,1932,6092,1
0023395,Rich and Strange [East of Shanghai],14257,2016-11-25 10:24:07,0,2,1931,7296,1
0023427,Scarface,11541,2015-01-25 12:00:35,0,1,1932,6063,1
0023458,Shanghai Express,11234,2014-11-19 21:25:49,0,3,1932,5929,1
0023582,Thirteen Women,13457,2016-04-25 17:13:12,0,3,1932,6852,1
0023590,Three on a Match,11519,2015-01-18 01:53:06,0,3,1932,6051,1
0023634,"I Was Born, But...",5780,2012-09-15 21:07:38,0,1,1932,3530,1
0023649,Vampyr,11187,2014-11-09 15:43:00,0,3,1932,5910,1
0023694,White Zombie,3794,2011-07-19 00:42:40,0,0,1932,2550,1
0023753,Alice in Wonderland,5053,2012-04-16 16:01:09,0,3,1933,3188,1
0023775,Baby Face,14698,2017-03-24 00:09:10,0,3,1933,7528,1
0023932,Day of Reckoning,9095,2014-01-02 21:16:18,0,3,1933,5029,1
0023935,"Death Kiss, The",11817,2015-03-30 00:15:58,0,1,1932,6176,1
0023969,Duck Soup,9491,2014-02-19 17:52:07,0,1,1933,5185,1
0024008,Female,11525,2015-01-19 04:26:52,0,3,1933,6056,1
0024028,Footlight Parade,611,2010-05-13 19:56:21,0,3,1933,802,1
0024034,42nd Street,7687,2013-07-12 09:28:30,1,3,1933,4335,1
0024069,Gold Diggers of 1933,11202,2014-11-12 09:50:32,0,3,1933,5916,1
0024184,"Invisible Man, The",14537,2017-02-16 15:47:11,0,1,1933,7450,1
0024188,Island of Lost Souls,6439,2013-01-20 12:01:31,0,1,1932,3844,1
0024216,King Kong,3118,2011-04-23 19:11:12,0,0,1933,2229,1
0024264,Little Women,3120,2011-04-23 19:16:12,0,3,1933,2231,1
0024432,"Peanut Vendor, The",11880,2015-04-16 00:33:24,0,0,1933,6205,1
0024473,"Private Life of Henry VIII., The",1349,2010-07-23 00:19:20,0,1,1933,1248,1
0024481,Queen Christina,1447,2010-07-26 02:17:18,0,3,1933,1330,1
0024625,A Study in Scarlet,11853,2015-04-08 22:45:39,1,3,1933,6193,1
0024679,Tomorrow at Seven,10833,2014-09-16 22:23:09,1,3,1933,5752,1
0024727,"Vanpire Bat, The",5101,2012-04-30 04:30:27,0,3,1933,3210,1
0024831,Anne of Green Gables,9747,2014-03-24 16:49:42,0,3,1934,5319,1
0024844,L'atalante,2289,2010-11-30 23:36:10,0,0,1934,1795,1
0024961,"Cat's-Paw, The",1441,2010-07-26 02:06:53,0,1,1934,1324,1
0024991,Cleopatra,1372,2010-07-23 01:02:41,0,1,1934,1270,1
0025004,"Count of Monte Cristo, The",1347,2010-07-23 00:14:17,0,1,1934,1246,1
0025091,Evelyn Prentice,13289,2016-03-12 19:01:40,0,3,1934,6772,1
0025316,It Happened One Night,352,2009-12-28 23:20:38,0,3,1934,621,1
0025423,"Lost Patrol, The",2633,2011-02-04 03:56:00,0,0,1934,1969,1
0025424,Lost in the Stratosphere,10272,2014-06-02 08:58:12,0,2,1934,5523,1
0025452,"Man Who Knew Too Much, The",14266,2016-11-29 12:05:17,0,3,1934,7304,1
0025465,Maniac,8486,2013-10-17 01:01:49,0,3,1934,4702,1
0025586,Of Human Bondage,1500,2010-07-27 05:38:05,0,1,1934,1379,1
0025617,"Painted Veil, The",1446,2010-07-26 02:16:11,0,1,1934,1329,1
0025746,"Scarlet Empress, The",1442,2010-07-26 02:08:51,0,3,1934,1325,1
0025755,Search for Beauty,11007,2014-10-08 23:14:55,0,3,1934,5821,1
0025822,Spitfire,7958,2013-08-05 14:41:46,0,3,1934,4443,1
0026029,"39 Steps, The",1343,2010-07-22 23:41:25,0,3,1935,1242,1
0026071,Anna Karenina,1362,2010-07-23 00:50:18,0,2,1935,1261,1
0026138,"Bride of Frankenstein, The",6570,2013-02-11 11:06:43,0,3,1935,3891,1
0026599,"Lady in Scarlet, The",10828,2014-09-15 22:31:56,0,2,1935,5750,1
0026667,Magnificent Obsession,4167,2011-10-13 02:09:09,0,3,1935,2756,1
0026752,Mutiny on the Bounty,1482,2010-07-27 04:34:08,0,1,1935,1361,1
0026768,Naughty Marietta,2098,2010-10-23 05:30:19,0,3,1935,1685,1
0026778,A Night At The Opera,6541,2013-02-07 06:04:16,0,1,1935,3881,1
0026939,"Riverside Murder, The",11192,2014-11-11 00:36:30,1,2,1935,5913,1
0026942,Roberta,3418,2011-05-29 23:35:55,0,3,1935,2362,1
0027125,Top Hat,325,2009-12-27 22:00:23,0,2,1935,595,1
0027387,Born to Dance,3419,2011-05-29 23:39:18,0,3,1936,2363,1
0027407,Bullets or Ballots,7193,2013-05-20 02:54:17,0,3,1936,4143,1
0027438,"Charge of the Light Brigade, The",1338,2010-07-22 23:34:17,0,1,1936,1237,1
0027562,Earthworm Tractors,4061,2011-09-21 02:18:40,0,1,1936,2699,1
0027652,Fury,11592,2015-02-04 03:12:56,0,2,1936,6096,1
0027698,"Great Ziegfeld, The",5477,2012-07-07 08:11:55,0,3,1936,3401,1
0027752,"Only Son, The",5841,2012-09-29 18:33:43,0,3,1936,3560,1
0027977,Modern Times,1440,2010-07-26 02:04:38,0,0,1936,1323,1
0027996,Mr. Deeds Goes to Town,2660,2011-02-05 20:21:08,0,3,1936,1992,1
0028000,Murder at Glen Athol,11814,2015-03-29 15:21:52,0,3,1936,6174,1
0028010,My Man Godfrey,11069,2014-10-19 22:01:56,0,2,1936,5852,1
0028021,Osaka Elegy,4342,2011-11-19 17:34:24,0,3,1936,2853,1
0028092,Pennies from Heaven,6846,2013-03-24 06:52:47,0,3,1936,4010,1
0028096,"Petrified Forest, The",1490,2010-07-27 05:20:16,0,3,1936,1369,1
0028174,Revolt of the Zombies,3799,2011-07-19 22:22:20,0,0,1936,2554,1
0028203,Romeo and Juliet,6980,2013-04-17 16:17:04,1,3,1936,4069,1
0028212,Sabotage,11227,2014-11-18 10:10:13,0,3,1936,5926,1
0028216,San Francisco,1480,2010-07-27 04:31:14,0,1,1936,1359,1
0028231,Secret Agent,14273,2016-12-01 11:36:29,0,3,1936,7308,1
0028333,Swing Time,326,2009-12-27 22:01:46,0,1,1936,596,1
0028355,Theodora Goes Wild,5242,2012-05-22 01:29:10,0,3,1936,3280,1
0028356,These Three,14147,2016-10-29 08:32:36,1,2,1936,7227,1
0028505,Wife vs. Secretary,1481,2010-07-27 04:32:32,0,2,1936,1360,1
0028597,"Awful Truth, The",12813,2015-11-23 08:28:18,0,3,1937,6554,1
0028683,Camille,5905,2012-10-15 18:22:57,0,3,1936,3598,1
0028739,Conquest,1449,2010-07-26 02:19:43,0,2,1937,1332,1
0028772,A Day at the Races,3481,2011-06-10 21:34:26,0,2,1937,2382,1
0029087,Knight Without Armor,1345,2010-07-23 00:08:59,0,2,1937,1244,1
0029162,Lost Horizon,1453,2010-07-26 02:29:57,0,2,1937,1336,1
0029192,Make Way for Tomorrow,7444,2013-06-21 03:44:50,0,3,1937,4255,1
0029207,"Mandarin Mystery, The",5821,2012-09-25 10:41:31,1,3,1936,3548,1
0029322,Nothing Sacred,6753,2013-03-10 23:40:06,0,0,1937,3968,1
00293564,Rush Hour 3,1,2008-07-19 00:00:00,0,1,2007,16,1
0029377,Parnell,1479,2010-07-27 04:30:07,0,2,1937,1358,1
0029442,"Prisoner of Zenda, The",1341,2010-07-22 23:37:47,0,1,1937,1240,1
0029453,Pepe le Moko,10812,2014-09-14 01:12:26,1,2,1937,5740,1
0029546,Shall We Dance,327,2009-12-27 22:02:49,0,1,1937,597,1
0029565,Murder at the Baskervilles (Silver Blaze),10492,2014-07-07 05:38:30,0,1,1937,5617,1
0029583,Snow White and the Seven Dwarfs,2640,2011-02-04 07:11:44,1,3,1937,1976,1
0029604,Stage Door,366,2010-01-03 22:11:32,1,3,1937,631,1
0029608,Stella Dallas,603,2010-05-13 18:54:27,0,3,1937,795,1
0029682,Topper,1452,2010-07-26 02:27:10,0,2,1937,1335,1
0029811,"Girl Was Young, The",14288,2016-12-07 11:30:57,0,3,1937,7317,1
0029843,"Adventures of Robin Hood, The",4882,2012-03-09 20:50:40,0,2,1938,3103,1
0029870,Angels with Dirty Faces,14249,2016-11-23 12:38:21,1,1,1938,7290,1
0029929,Bluebeard's Eighth Wife,5253,2012-05-24 13:43:11,0,2,1938,3283,1
0029942,Boys Town,3633,2011-06-29 19:07:04,0,0,1938,2467,1
0029947,Bringing Up Baby,5475,2012-07-07 05:59:04,0,3,1938,3400,1
0029971,Carefree,324,2009-12-27 21:59:13,0,2,1938,594,1
0030044,"Dawn Patrol, The",1339,2010-07-22 23:35:24,0,0,1938,1238,1
0030127,"Baker's Wife, The",11495,2015-01-13 09:20:21,0,1,1938,6042,1
0030149,Four Daughters,6708,2013-03-04 05:45:20,0,3,1938,3951,1
0030241,Holiday,1015,2010-06-28 15:00:50,0,3,1938,994,1
0030287,Jezebel,1488,2010-07-27 04:56:31,0,2,1938,1367,1
0030341,"Lady Vanishes, The",351,2009-12-28 23:19:20,0,3,1938,620,1
0030396,"Mad Miss Manton, The",8072,2013-08-20 18:34:14,0,3,1938,4495,1
0030473,"Mr. Wong, Detective",3881,2011-08-03 14:24:40,0,1,1938,2590,1
0030755,"Sisters, The",1499,2010-07-27 05:36:57,0,2,1938,1378,1
0031022,"Adventures of Sherlock Holmes, The",11093,2014-10-23 00:31:56,0,3,1939,5863,1
0031060,At the Circus,3452,2011-06-05 23:12:05,0,2,1939,2372,1
0031066,Babes in Arms,6175,2012-12-06 21:07:44,0,3,1939,3723,1
0031210,Dark Victory,1491,2010-07-27 05:22:09,0,3,1939,1370,1
0031225,Destry Rides Again,10529,2014-07-13 20:43:47,0,3,1939,5634,1
0031235,Dodge City,45,2009-07-28 04:37:40,,2,1939,383,1
0031252,Drums Along the Mohawk,1505,2010-07-27 05:44:09,0,2,1939,1384,1
0031322,"Flying Deuces, The",2637,2011-02-04 05:27:36,0,0,1939,1973,1
0031359,Gaslight,10883,2014-09-22 19:32:21,0,3,1940,5773,1
0031381,Gone with the Wind,28,2009-03-02 14:31:54,,3,1939,291,1
0031385,"Goodbye, Mr. Chips",1346,2010-07-23 00:12:56,0,2,1939,1245,1
0031387,"Gorilla, The",3801,2011-07-20 00:28:56,0,3,1939,2555,1
0031455,"Hunchback of Notre Dame, The",2816,2011-03-03 23:51:48,0,0,1939,2086,1
0031505,Jamaica Inn,14301,2016-12-12 12:08:14,0,3,1939,7322,1
0031507,Jesse James,1504,2010-07-27 05:43:13,0,2,1939,1383,1
0031516,Juarez,1489,2010-07-27 05:18:50,0,2,1939,1368,1
0031679,Mr. Smith Goes to Washington,11266,2014-11-25 12:59:18,0,2,1939,5946,1
0031680,Mr. Wong in Chinatown,3933,2011-08-16 16:49:55,0,1,1939,2622,1
0031709,Nancy Drew... Reporter,10857,2014-09-19 21:48:19,0,3,1939,5763,1
0031725,Ninotchka,1360,2010-07-23 00:47:39,0,3,1939,1259,1
0031742,Of Mice and Men,4340,2011-11-19 16:48:01,0,1,1939,2851,1
0031826,Essex and Elizabeth,1492,2010-07-27 05:23:16,0,2,1939,1371,1
0031885,"Rules of the Game, The",4852,2012-03-04 12:14:32,0,3,1939,3089,1
0031971,Stagecoach,323,2009-12-27 21:58:37,0,3,1939,593,1
0031981,"Story of Alexander Graham Bell, The",1506,2010-07-27 05:45:33,0,2,1939,1385,1
0032138,"Wizard of Oz, The",8,2008-09-03 21:13:47,,3,1939,174,1
0032143,"Women, The",318,2009-12-27 21:46:40,0,3,1939,588,1
0032145,Wuthering Heights,1340,2010-07-22 23:36:25,0,2,1939,1239,1
0032155,Young Mr. Lincoln,1503,2010-07-27 05:41:42,0,2,1939,1382,1
0032194,"All This, and Heaven Too",1494,2010-07-27 05:26:28,0,2,1940,1373,1
0032211,Anne Of Windy Poplars,9748,2014-03-24 18:19:32,0,3,1940,5320,1
0032215,"Ape, The",3802,2011-07-20 02:34:34,0,3,1940,2556,1
0032273,Boom Town,1477,2010-07-27 04:27:19,0,1,1940,1356,1
0032339,A Chump at Oxford,2639,2011-02-04 06:04:36,0,0,1940,1975,1
0032349,Comrade X,1476,2010-07-27 04:23:06,0,2,1940,1355,1
0032376,"Dance, Girl, Dance",7878,2013-07-29 18:14:41,0,3,1940,4415,1
0032406,Chamber of Horrors / Door with the Seven Locks,7764,2013-07-18 18:31:24,0,2,1940,4363,1
0032455,Fantasia,9111,2014-01-04 14:32:15,0,0,1940,5039,1
0032484,Foreign Correspondent,14276,2016-12-02 14:34:51,0,1,1940,7311,1
0032551,"Grapes of Wrath, The",1508,2010-07-27 05:48:01,0,3,1940,1387,1
0032553,"Great Dictator, The",5653,2012-08-13 07:55:07,0,3,1940,3470,1
0032599,His Girl Friday,4725,2012-02-09 03:26:41,1,3,1940,3033,1
0032690,"Last Alarm, The",10967,2014-10-04 20:12:44,1,3,1940,5802,1
0032701,"Letter, The",1501,2010-07-27 05:39:10,0,2,1940,1380,1
0032811,"Mortal Storm, The",1770,2010-08-25 03:15:37,0,3,1940,1501,1
0032904,"Philadelphia Story, The",8966,2013-12-12 17:01:58,1,3,1940,4943,1
0032910,Pinocchio,158,2009-08-23 21:41:24,0,1,1940,478,1
0032943,Pride and Prejudice,7451,2013-06-22 02:57:58,0,3,1940,4257,1
0032946,Primrose Path,7726,2013-07-16 01:15:48,0,3,1940,4354,1
0032976,Rebecca,349,2009-12-28 23:16:34,0,3,1940,618,1
0032983,"Return of Frank James, The",1487,2010-07-27 04:54:29,0,0,1940,1366,1
0033021,Santa Fe Trail,4030,2011-09-14 02:15:45,0,1,1940,2678,1
